# t	k	Ex	Hy
7.500000	170	-0.098944	-0.097505
7.500000	171	-0.097588	-0.096123
7.500000	172	-0.095847	-0.094361
7.500000	173	-0.093728	-0.092227
7.500000	174	-0.091239	-0.089729
7.500000	175	-0.088390	-0.086877
7.500000	176	-0.085192	-0.083682
7.500000	177	-0.081658	-0.080157
7.500000	178	-0.077802	-0.076315
7.500000	179	-0.073638	-0.072173
7.500000	180	-0.069184	-0.067745
7.500000	181	-0.064457	-0.063050
7.500000	182	-0.059476	-0.058107
7.500000	183	-0.054260	-0.052933
7.500000	184	-0.048829	-0.047552
7.500000	185	-0.043206	-0.041982
7.500000	186	-0.037413	-0.036247
7.500000	187	-0.031471	-0.030368
7.500000	188	-0.025406	-0.024370
7.500000	189	-0.019240	-0.018276
7.500000	190	-0.012999	-0.012109
7.500000	191	-0.006706	-0.005895
7.500000	192	-0.000386	0.000343
7.500000	193	0.005935	0.006579
7.500000	194	0.012232	0.012789
7.500000	195	0.018481	0.018949
7.500000	196	0.024658	0.025034
7.500000	197	0.030737	0.031020
7.500000	198	0.036694	0.036884
7.500000	199	0.042507	0.042602
10.000000	0	0.061262	0.061262
10.000000	1	0.066163	0.066042
10.000000	2	0.070803	0.070562
10.000000	3	0.075164	0.074803
10.000000	4	0.079228	0.078749
10.000000	5	0.082979	0.082384
10.000000	6	0.086403	0.085695
10.000000	7	0.089486	0.088667
10.000000	8	0.092216	0.091289
10.000000	9	0.094582	0.093550
10.000000	10	0.096575	0.095443
10.000000	11	0.098186	0.096959
10.000000	12	0.099410	0.098092
10.000000	13	0.100242	0.098838
10.000000	14	0.100678	0.099194
10.000000	15	0.100716	0.099159
10.000000	16	0.100358	0.098732
10.000000	17	0.099603	0.097916
10.000000	18	0.098455	0.096713
10.000000	19	0.096918	0.095128
10.000000	20	0.094999	0.093168
10.000000	21	0.092705	0.090841
10.000000	22	0.090046	0.088155
10.000000	23	0.087031	0.085120
10.000000	24	0.083672	0.081750
10.000000	25	0.079983	0.078058
10.000000	26	0.075979	0.074057
10.000000	27	0.071674	0.069764
10.000000	28	0.067087	0.065196
10.000000	29	0.062235	0.060370
10.000000	30	0.057138	0.055307
10.000000	31	0.051815	0.050024
10.000000	32	0.046287	0.044545
10.000000	33	0.040577	0.038890
10.000000	34	0.034706	0.033081
10.000000	35	0.028699	0.027141
10.000000	36	0.022578	0.021095
10.000000	37	0.016369	0.014965
10.000000	38	0.010094	0.008777
10.000000	39	0.003780	0.002553
10.000000	40	-0.002549	-0.003680
10.000000	41	-0.008868	-0.009899
10.000000	42	-0.015152	-0.016079
10.000000	43	-0.021376	-0.022196
10.000000	44	-0.027516	-0.028225
10.000000	45	-0.033547	-0.034142
10.000000	46	-0.039446	-0.039925
10.000000	47	-0.045189	-0.045550
10.000000	48	-0.050754	-0.050995
10.000000	49	-0.056119	-0.056239
10.000000	50	-0.061262	-0.061262
10.000000	51	-0.066163	-0.066042
10.000000	52	-0.070803	-0.070562
10.000000	53	-0.075164	-0.074803
10.000000	54	-0.079228	-0.078749
10.000000	55	-0.082979	-0.082384
10.000000	56	-0.086403	-0.085695
10.000000	57	-0.089486	-0.088667
10.000000	58	-0.092216	-0.091289
10.000000	59	-0.094582	-0.093550
10.000000	60	-0.096575	-0.095443
10.000000	61	-0.098186	-0.096959
10.000000	62	-0.099410	-0.098092
10.000000	63	-0.100242	-0.098838
10.000000	64	-0.100678	-0.099194
10.000000	65	-0.100716	-0.099159
10.000000	66	-0.100358	-0.098732
10.000000	67	-0.099603	-0.097916
10.000000	68	-0.098455	-0.096713
10.000000	69	-0.096918	-0.095128
10.000000	70	-0.094999	-0.093168
10.000000	71	-0.092705	-0.090841
10.000000	72	-0.090046	-0.088155
10.000000	73	-0.087031	-0.085120
10.000000	74	-0.083672	-0.081750
10.000000	75	-0.079983	-0.078058
10.000000	76	-0.075979	-0.074057
10.000000	77	-0.071674	-0.069764
10.000000	78	-0.067087	-0.065196
10.000000	79	-0.062235	-0.060370
10.000000	80	-0.057138	-0.055307
10.000000	81	-0.051815	-0.050024
10.000000	82	-0.046287	-0.044545
10.000000	83	-0.040577	-0.038890
10.000000	84	-0.034706	-0.033081
10.000000	85	-0.028699	-0.027141
10.000000	86	-0.022578	-0.021095
10.000000	87	-0.016369	-0.014965
10.000000	88	-0.010094	-0.008777
10.000000	89	-0.003780	-0.002553
10.000000	90	0.002549	0.003680
10.000000	91	0.008868	0.009899
10.000000	92	0.015152	0.016079
10.000000	93	0.021376	0.022196
10.000000	94	0.027516	0.028225
10.000000	95	0.033547	0.034142
10.000000	96	0.039446	0.039925
10.000000	97	0.045189	0.045550
10.000000	98	0.050754	0.050995
10.000000	99	0.056119	0.056239
10.000000	100	0.061262	0.061262
10.000000	101	0.066163	0.066042
10.000000	102	0.070803	0.070562
10.000000	103	0.075164	0.074803
10.000000	104	0.079228	0.078749
10.000000	105	0.082979	0.082384
10.000000	106	0.086403	0.085695
10.000000	107	0.089486	0.088667
10.000000	108	0.092216	0.091289
10.000000	109	0.094582	0.093550
10.000000	110	0.096575	0.095443
10.000000	111	0.098186	0.096959
10.000000	112	0.099410	0.098092
10.000000	113	0.100242	0.098838
10.000000	114	0.100678	0.099194
10.000000	115	0.100716	0.099159
10.000000	116	0.100358	0.098732
10.000000	117	0.099603	0.097916
10.000000	118	0.098455	0.096713
10.000000	119	0.096918	0.095128
10.000000	120	0.094999	0.093168
10.000000	121	0.092705	0.090841
10.000000	122	0.090046	0.088155
10.000000	123	0.087031	0.085120
10.000000	124	0.083672	0.081750
10.000000	125	0.079983	0.078058
10.000000	126	0.075979	0.074057
10.000000	127	0.071674	0.069764
10.000000	128	0.067087	0.065196
10.000000	129	0.062235	0.060370
10.000000	130	0.057138	0.055307
10.000000	131	0.051815	0.050024
10.000000	132	0.046287	0.044545
10.000000	133	0.040577	0.038890
10.000000	134	0.034706	0.033081
10.000000	135	0.028699	0.027141
10.000000	136	0.022578	0.021095
10.000000	137	0.016369	0.014965
10.000000	138	0.010094	0.008777
10.000000	139	0.003780	0.002553
10.000000	140	-0.002549	-0.003680
10.000000	141	-0.008868	-0.009899
10.000000	142	-0.015152	-0.016079
10.000000	143	-0.021376	-0.022196
10.000000	144	-0.027516	-0.028225
10.000000	145	-0.033547	-0.034142
10.000000	146	-0.039446	-0.039925
10.000000	147	-0.045189	-0.045550
10.000000	148	-0.050754	-0.050995
10.000000	149	-0.056119	-0.056239
10.000000	150	-0.061262	-0.061262
10.000000	151	-0.066163	-0.066042
10.000000	152	-0.070803	-0.070562
10.000000	153	-0.075164	-0.074803
10.000000	154	-0.079228	-0.078749
10.000000	155	-0.082979	-0.082384
10.000000	156	-0.086403	-0.085695
10.000000	157	-0.089486	-0.088667
10.000000	158	-0.092216	-0.091289
10.000000	159	-0.094582	-0.093550
10.000000	160	-0.096575	-0.095443
10.000000	161	-0.098186	-0.096959
10.000000	162	-0.099410	-0.098092
10.000000	163	-0.100242	-0.098838
10.000000	164	-0.100678	-0.099194
10.000000	165	-0.100716	-0.099159
10.000000	166	-0.100358	-0.098732
10.000000	167	-0.099603	-0.097916
10.000000	168	-0.098455	-0.096713
10.000000	169	-0.096918	-0.095128
10.000000	170	-0.094999	-0.093168
10.000000	171	-0.092705	-0.090841
10.000000	172	-0.090046	-0.088155
10.000000	173	-0.087031	-0.085120
10.000000	174	-0.083672	-0.081750
10.000000	175	-0.079983	-0.078058
10.000000	176	-0.075979	-0.074057
10.000000	177	-0.071674	-0.069764
10.000000	178	-0.067087	-0.065196
10.000000	179	-0.062235	-0.060370
10.000000	180	-0.057138	-0.055307
10.000000	181	-0.051815	-0.050024
10.000000	182	-0.046287	-0.044545
10.000000	183	-0.040577	-0.038890
10.000000	184	-0.034706	-0.033081
10.000000	185	-0.028699	-0.027141
10.000000	186	-0.022578	-0.021095
10.000000	187	-0.016369	-0.014965
10.000000	188	-0.010094	-0.008777
10.000000	189	-0.003780	-0.002553
10.000000	190	0.002549	0.003680
10.000000	191	0.008868	0.009899
10.000000	192	0.015152	0.016079
10.000000	193	0.021376	0.022196
10.000000	194	0.027516	0.028225
10.000000	195	0.033547	0.034142
10.000000	196	0.039446	0.039925
10.000000	197	0.045189	0.045550
10.000000	198	0.050754	0.050995
10.000000	199	0.056119	0.056239
12.500000	0	0.072863	0.072863
12.500000	1	0.077090	0.076946
12.500000	2	0.081013	0.080726
12.500000	3	0.084615	0.084186
12.500000	4	0.087884	0.087315
12.500000	5	0.090807	0.090099
12.500000	6	0.093370	0.092527
12.500000	7	0.095566	0.094591
12.500000	8	0.097384	0.096281
12.500000	9	0.098818	0.097591
12.500000	10	0.099861	0.098515
12.500000	11	0.100511	0.099051
12.500000	12	0.100764	0.099197
12.500000	13	0.100619	0.098950
12.500000	14	0.100078	0.098313
12.500000	15	0.099141	0.097289
12.500000	16	0.097813	0.095880
12.500000	17	0.096099	0.094092
12.500000	18	0.094006	0.091934
12.500000	19	0.091542	0.089413
12.500000	20	0.088716	0.086538
12.500000	21	0.085540	0.083323
12.500000	22	0.082027	0.079778
12.500000	23	0.078190	0.075918
12.500000	24	0.074045	0.071759
12.500000	25	0.069607	0.067317
12.500000	26	0.064895	0.062609
12.500000	27	0.059926	0.057654
12.500000	28	0.054721	0.052472
12.500000	29	0.049300	0.047082
12.500000	30	0.043684	0.041507
12.500000	31	0.037896	0.035767
12.500000	32	0.031959	0.029887
12.500000	33	0.025895	0.023888
12.500000	34	0.019729	0.017796
12.500000	35	0.013485	0.011633
12.500000	36	0.007188	0.005424
12.500000	37	0.000863	-0.000806
12.500000	38	-0.005466	-0.007033
12.500000	39	-0.011773	-0.013232
12.500000	40	-0.018033	-0.019379
12.500000	41	-0.024223	-0.025450
12.500000	42	-0.030317	-0.031420
12.500000	43	-0.036291	-0.037266
12.500000	44	-0.042122	-0.042965
12.500000	45	-0.047787	-0.048495
12.500000	46	-0.053263	-0.053833
12.500000	47	-0.058529	-0.058958
12.500000	48	-0.063564	-0.063851
12.500000	49	-0.068349	-0.068492
12.500000	50	-0.072863	-0.072863
12.500000	51	-0.077090	-0.076946
12.500000	52	-0.081013	-0.080726
12.500000	53	-0.084615	-0.084186
12.500000	54	-0.087884	-0.087315
12.500000	55	-0.090807	-0.090099
12.500000	56	-0.093370	-0.092527
12.500000	57	-0.095566	-0.094591
12.500000	58	-0.097384	-0.096281
12.500000	59	-0.098818	-0.097591
12.500000	60	-0.099861	-0.098515
12.500000	61	-0.100511	-0.099051
12.500000	62	-0.100764	-0.099197
12.500000	63	-0.100619	-0.098950
12.500000	64	-0.100078	-0.098313
12.500000	65	-0.099141	-0.097289
12.500000	66	-0.097813	-0.095880
12.500000	67	-0.096099	-0.094092
12.500000	68	-0.094006	-0.091934
12.500000	69	-0.091542	-0.089413
12.500000	70	-0.088716	-0.086538
12.500000	71	-0.085540	-0.083323
12.500000	72	-0.082027	-0.079778
12.500000	73	-0.078190	-0.075918
12.500000	74	-0.074045	-0.071759
12.500000	75	-0.069607	-0.067317
12.500000	76	-0.064895	-0.062609
12.500000	77	-0.059926	-0.057654
12.500000	78	-0.054721	-0.052472
12.500000	79	-0.049300	-0.047082
12.500000	80	-0.043684	-0.041507
12.500000	81	-0.037896	-0.035767
12.500000	82	-0.031959	-0.029887
12.500000	83	-0.025895	-0.023888
12.500000	84	-0.019729	-0.017796
12.500000	85	-0.013485	-0.011633
12.500000	86	-0.007188	-0.005424
12.500000	87	-0.000863	0.000806
12.500000	88	0.005466	0.007033
12.500000	89	0.011773	0.013232
12.500000	90	0.018033	0.019379
12.500000	91	0.024223	0.025450
12.500000	92	0.030317	0.031420
12.500000	93	0.036291	0.037266
12.500000	94	0.042122	0.042965
12.500000	95	0.047787	0.048495
12.500000	96	0.053263	0.053833
12.500000	97	0.058529	0.058958
12.500000	98	0.063564	0.063851
12.500000	99	0.068349	0.068492
12.500000	100	0.072863	0.072863
12.500000	101	0.077090	0.076946
12.500000	102	0.081013	0.080726
12.500000	103	0.084615	0.084186
12.500000	104	0.087884	0.087315
12.500000	105	0.090807	0.090099
12.500000	106	0.093370	0.092527
12.500000	107	0.095566	0.094591
12.500000	108	0.097384	0.096281
12.500000	109	0.098818	0.097591
12.500000	110	0.099861	0.098515
12.500000	111	0.100511	0.099051
12.500000	112	0.100764	0.099197
12.500000	113	0.100619	0.098950
12.500000	114	0.100078	0.098313
12.500000	115	0.099141	0.097289
12.500000	116	0.097813	0.095880
12.500000	117	0.096099	0.094092
12.500000	118	0.094006	0.091934
12.500000	119	0.091542	0.089413
12.500000	120	0.088716	0.086538
12.500000	121	0.085540	0.083323
12.500000	122	0.082027	0.079778
12.500000	123	0.078190	0.075918
12.500000	124	0.074045	0.071759
12.500000	125	0.069607	0.067317
12.500000	126	0.064895	0.062609
12.500000	127	0.059926	0.057654
12.500000	128	0.054721	0.052472
12.500000	129	0.049300	0.047082
12.500000	130	0.043684	0.041507
12.500000	131	0.037896	0.035767
12.500000	132	0.031959	0.029887
12.500000	133	0.025895	0.023888
12.500000	134	0.019729	0.017796
12.500000	135	0.013485	0.011633
12.500000	136	0.007188	0.005424
12.500000	137	0.000863	-0.000806
12.500000	138	-0.005466	-0.007033
12.500000	139	-0.011773	-0.013232
12.500000	140	-0.018033	-0.019379
12.500000	141	-0.024223	-0.025450
12.500000	142	-0.030317	-0.031420
12.500000	143	-0.036291	-0.037266
12.500000	144	-0.042122	-0.042965
12.500000	145	-0.047787	-0.048495
12.500000	146	-0.053263	-0.053833
12.500000	147	-0.058529	-0.058958
12.500000	148	-0.063564	-0.063851
12.500000	149	-0.068349	-0.068492
12.500000	150	-0.072863	-0.072863
12.500000	151	-0.077090	-0.076946
12.500000	152	-0.081013	-0.080726
12.500000	153	-0.084615	-0.084186
12.500000	154	-0.087884	-0.087315
12.500000	155	-0.090807	-0.090099
12.500000	156	-0.093370	-0.092527
12.500000	157	-0.095566	-0.094591
12.500000	158	-0.097384	-0.096281
12.500000	159	-0.098818	-0.097591
12.500000	160	-0.099861	-0.098515
12.500000	161	-0.100511	-0.099051
12.500000	162	-0.100764	-0.099197
12.500000	163	-0.100619	-0.098950
12.500000	164	-0.100078	-0.098313
12.500000	165	-0.099141	-0.097289
12.500000	166	-0.097813	-0.095880
12.500000	167	-0.096099	-0.094092
12.500000	168	-0.094006	-0.091934
12.500000	169	-0.091542	-0.089413
12.500000	170	-0.088716	-0.086538
12.500000	171	-0.085540	-0.083323
12.500000	172	-0.082027	-0.079778
12.500000	173	-0.078190	-0.075918
12.500000	174	-0.074045	-0.071759
12.500000	175	-0.069607	-0.067317
12.500000	176	-0.064895	-0.062609
12.500000	177	-0.059926	-0.057654
12.500000	178	-0.054721	-0.052472
12.500000	179	-0.049300	-0.047082
12.500000	180	-0.043684	-0.041507
12.500000	181	-0.037896	-0.035767
12.500000	182	-0.031959	-0.029887
12.500000	183	-0.025895	-0.023888
12.500000	184	-0.019729	-0.017796
12.500000	185	-0.013485	-0.011633
12.500000	186	-0.007188	-0.005424
12.500000	187	-0.000863	0.000806
12.500000	188	0.005466	0.007033
12.500000	189	0.011773	0.013232
12.500000	190	0.018033	0.019379
12.500000	191	0.024223	0.025450
12.500000	192	0.030317	0.031420
12.500000	193	0.036291	0.037266
12.500000	194	0.042122	0.042965
12.500000	195	0.047787	0.048495
12.500000	196	0.053263	0.053833
12.500000	197	0.058529	0.058958
12.500000	198	0.063564	0.063851
12.500000	199	0.068349	0.068492
15.000000	0	0.082671	0.082671
15.000000	1	0.086119	0.085956
15.000000	2	0.089228	0.088902
15.000000	3	0.091984	0.091497
15.000000	4	0.094377	0.093731
15.000000	5	0.096398	0.095595
15.000000	6	0.098039	0.097082
15.000000	7	0.099292	0.098186
15.000000	8	0.100154	0.098902
15.000000	9	0.100620	0.099228
15.000000	10	0.100690	0.099163
15.000000	11	0.100362	0.098706
15.000000	12	0.099638	0.097859
15.000000	13	0.098520	0.096626
15.000000	14	0.097014	0.095012
15.000000	15	0.095125	0.093023
15.000000	16	0.092861	0.090667
15.000000	17	0.090230	0.087953
15.000000	18	0.087243	0.084892
15.000000	19	0.083911	0.081496
15.000000	20	0.080249	0.077778
15.000000	21	0.076270	0.073753
15.000000	22	0.071989	0.069437
15.000000	23	0.067425	0.064848
15.000000	24	0.062595	0.060002
15.000000	25	0.057517	0.054919
15.000000	26	0.052213	0.049620
15.000000	27	0.046702	0.044125
15.000000	28	0.041008	0.038456
15.000000	29	0.035151	0.032635
15.000000	30	0.029156	0.026685
15.000000	31	0.023045	0.020630
15.000000	32	0.016844	0.014493
15.000000	33	0.010576	0.008299
15.000000	34	0.004266	0.002073
15.000000	35	-0.002060	-0.004162
15.000000	36	-0.008378	-0.010380
15.000000	37	-0.014664	-0.016558
15.000000	38	-0.020891	-0.022670
15.000000	39	-0.027036	-0.028692
15.000000	40	-0.033074	-0.034601
15.000000	41	-0.038982	-0.040374
15.000000	42	-0.044736	-0.045987
15.000000	43	-0.050313	-0.051419
15.000000	44	-0.055692	-0.056648
15.000000	45	-0.060851	-0.061654
15.000000	46	-0.065769	-0.066416
15.000000	47	-0.070429	-0.070916
15.000000	48	-0.074810	-0.075136
15.000000	49	-0.078896	-0.079059
15.000000	50	-0.082671	-0.082671
15.000000	51	-0.086119	-0.085956
15.000000	52	-0.089228	-0.088902
15.000000	53	-0.091984	-0.091497
15.000000	54	-0.094377	-0.093731
15.000000	55	-0.096398	-0.095595
15.000000	56	-0.098039	-0.097082
15.000000	57	-0.099292	-0.098186
15.000000	58	-0.100154	-0.098902
15.000000	59	-0.100620	-0.099228
15.000000	60	-0.100690	-0.099163
15.000000	61	-0.100362	-0.098706
15.000000	62	-0.099638	-0.097859
15.000000	63	-0.098520	-0.096626
15.000000	64	-0.097014	-0.095012
15.000000	65	-0.095125	-0.093023
15.000000	66	-0.092861	-0.090667
15.000000	67	-0.090230	-0.087953
15.000000	68	-0.087243	-0.084892
15.000000	69	-0.083911	-0.081496
15.000000	70	-0.080249	-0.077778
15.000000	71	-0.076270	-0.073753
15.000000	72	-0.071989	-0.069437
15.000000	73	-0.067425	-0.064848
15.000000	74	-0.062595	-0.060002
15.000000	75	-0.057517	-0.054919
15.000000	76	-0.052213	-0.049620
15.000000	77	-0.046702	-0.044125
15.000000	78	-0.041008	-0.038456
15.000000	79	-0.035151	-0.032635
15.000000	80	-0.029156	-0.026685
15.000000	81	-0.023045	-0.020630
15.000000	82	-0.016844	-0.014493
15.000000	83	-0.010576	-0.008299
15.000000	84	-0.004266	-0.002073
15.000000	85	0.002060	0.004162
15.000000	86	0.008378	0.010380
15.000000	87	0.014664	0.016558
15.000000	88	0.020891	0.022670
15.000000	89	0.027036	0.028692
15.000000	90	0.033074	0.034601
15.000000	91	0.038982	0.040374
15.000000	92	0.044736	0.045987
15.000000	93	0.050313	0.051419
15.000000	94	0.055692	0.056648
15.000000	95	0.060851	0.061654
15.000000	96	0.065769	0.066416
15.000000	97	0.070429	0.070916
15.000000	98	0.074810	0.075136
15.000000	99	0.078896	0.079059
15.000000	100	0.082671	0.082671
15.000000	101	0.086119	0.085956
15.000000	102	0.089228	0.088902
15.000000	103	0.091984	0.091497
15.000000	104	0.094377	0.093731
15.000000	105	0.096398	0.095595
15.000000	106	0.098039	0.097082
15.000000	107	0.099292	0.098186
15.000000	108	0.100154	0.098902
15.000000	109	0.100620	0.099228
15.000000	110	0.100690	0.099163
15.000000	111	0.100362	0.098706
15.000000	112	0.099638	0.097859
15.000000	113	0.098520	0.096626
15.000000	114	0.097014	0.095012
15.000000	115	0.095125	0.093023
15.000000	116	0.092861	0.090667
15.000000	117	0.090230	0.087953
15.000000	118	0.087243	0.084892
15.000000	119	0.083911	0.081496
15.000000	120	0.080249	0.077778
15.000000	121	0.076270	0.073753
15.000000	122	0.071989	0.069437
15.000000	123	0.067425	0.064848
15.000000	124	0.062595	0.060002
15.000000	125	0.057517	0.054919
15.000000	126	0.052213	0.049620
15.000000	127	0.046702	0.044125
15.000000	128	0.041008	0.038456
15.000000	129	0.035151	0.032635
15.000000	130	0.029156	0.026685
15.000000	131	0.023045	0.020630
15.000000	132	0.016844	0.014493
15.000000	133	0.010576	0.008299
15.000000	134	0.004266	0.002073
15.000000	135	-0.002060	-0.004162
15.000000	136	-0.008378	-0.010380
15.000000	137	-0.014664	-0.016558
15.000000	138	-0.020891	-0.022670
15.000000	139	-0.027036	-0.028692
15.000000	140	-0.033074	-0.034601
15.000000	141	-0.038982	-0.040374
15.000000	142	-0.044736	-0.045987
15.000000	143	-0.050313	-0.051419
15.000000	144	-0.055692	-0.056648
15.000000	145	-0.060851	-0.061654
15.000000	146	-0.065769	-0.066416
15.000000	147	-0.070429	-0.070916
15.000000	148	-0.074810	-0.075136
15.000000	149	-0.078896	-0.079059
15.000000	150	-0.082671	-0.082671
15.000000	151	-0.086119	-0.085956
15.000000	152	-0.089228	-0.088902
15.000000	153	-0.091984	-0.091497
15.000000	154	-0.094377	-0.093731
15.000000	155	-0.096398	-0.095595
15.000000	156	-0.098039	-0.097082
15.000000	157	-0.099292	-0.098186
15.000000	158	-0.100154	-0.098902
15.000000	159	-0.100620	-0.099228
15.000000	160	-0.100690	-0.099163
15.000000	161	-0.100362	-0.098706
15.000000	162	-0.099638	-0.097859
15.000000	163	-0.098520	-0.096626
15.000000	164	-0.097014	-0.095012
15.000000	165	-0.095125	-0.093023
15.000000	166	-0.092861	-0.090667
15.000000	167	-0.090230	-0.087953
15.000000	168	-0.087243	-0.084892
15.000000	169	-0.083911	-0.081496
