# z	 E	 H
#t = 0
4	0.0482962	0.0480648
4.1	0.0426887	0.0424778
4.2	0.0369128	0.0367231
4.3	0.0309912	0.0308236
4.4	0.0249473	0.0248023
4.5	0.0188049	0.0186832
4.6	0.0125883	0.0124904
4.7	0.00632204	0.00624827
4.8	3.08231e-05	-1.85182e-05
4.9	-0.00626052	-0.00628523
5	-0.0125271	-0.0125271
5.1	-0.0187443	-0.0187196
5.2	-0.0248876	-0.0248382
5.3	-0.0309326	-0.0308588
5.4	-0.0368555	-0.0367576
5.5	-0.0426329	-0.0425113
5.6	-0.0482422	-0.0480972
5.7	-0.053661	-0.0534934
5.8	-0.058868	-0.0586784
5.9	-0.0638428	-0.0636318
6	-0.0685655	-0.0683341
6.1	-0.0730177	-0.0727668
6.2	-0.0771817	-0.0769122
6.3	-0.0810411	-0.0807541
6.4	-0.0845807	-0.0842773
6.5	-0.0877864	-0.0874679
6.6	-0.0906458	-0.0903134
6.7	-0.0931473	-0.0928024
6.8	-0.0952813	-0.0949251
6.9	-0.0970392	-0.0966732
7	-0.0984142	-0.0980398
7.1	-0.0994008	-0.0990195
7.2	-0.0999951	-0.0996084
7.3	-0.100195	-0.0998041
7.4	-0.0999989	-0.099606
7.5	-0.0994085	-0.0990148
7.6	-0.0984258	-0.0980329
7.7	-0.0970546	-0.096664
7.8	-0.0953004	-0.0949136
7.9	-0.09317	-0.0927887
8	-0.090672	-0.0902976
8.1	-0.0878161	-0.0874501
8.2	-0.0846137	-0.0842575
8.3	-0.0810773	-0.0807324
8.4	-0.077221	-0.0768886
8.5	-0.0730599	-0.0727414
8.6	-0.0686105	-0.0683071
8.7	-0.0638903	-0.0636033
8.8	-0.0589179	-0.0586484
8.9	-0.053713	-0.0534621
9	-0.0482962	-0.0480648
9.1	-0.0426887	-0.0424778
9.2	-0.0369128	-0.0367231
9.3	-0.0309912	-0.0308236
9.4	-0.0249473	-0.0248023
9.5	-0.0188049	-0.0186832
9.6	-0.0125883	-0.0124904
9.7	-0.00632204	-0.00624827
9.8	-3.08231e-05	1.85182e-05
9.9	0.00626052	0.00628523
10	0.0125271	0.0125271
10.1	0.0187443	0.0187196
10.2	0.0248876	0.0248382
10.3	0.0309326	0.0308588
10.4	0.0368555	0.0367576
10.5	0.0426329	0.0425113
10.6	0.0482422	0.0480972
10.7	0.053661	0.0534934
10.8	0.058868	0.0586784
10.9	0.0638428	0.0636318
11	0.0685655	0.0683341
11.1	0.0730177	0.0727668
11.2	0.0771817	0.0769122
11.3	0.0810411	0.0807541
11.4	0.0845807	0.0842773
11.5	0.0877864	0.0874679
11.6	0.0906458	0.0903134
11.7	0.0931473	0.0928024
11.8	0.0952813	0.0949251
11.9	0.0970392	0.0966732
12	0.0984142	0.0980398
12.1	0.0994008	0.0990195
12.2	0.0999951	0.0996084
12.3	0.100195	0.0998041
12.4	0.0999989	0.099606
12.5	0.0994085	0.0990148
12.6	0.0984258	0.0980329
12.7	0.0970546	0.096664
12.8	0.0953004	0.0949136
12.9	0.09317	0.0927887
13	0.090672	0.0902976
13.1	0.0878161	0.0874501
13.2	0.0846137	0.0842575
13.3	0.0810773	0.0807324
13.4	0.077221	0.0768886
13.5	0.0730599	0.0727414
13.6	0.0686105	0.0683071
13.7	0.0638903	0.0636033
13.8	0.0589179	0.0586484
13.9	0.053713	0.0534621
14	0.0482962	0.0480648
14.1	0.0426887	0.0424778
14.2	0.0369128	0.0367231
14.3	0.0309912	0.0308236
14.4	0.0249473	0.0248023
14.5	0.0188049	0.0186832
14.6	0.0125883	0.0124904
14.7	0.00632204	0.00624827
14.8	3.08231e-05	-1.85182e-05
14.9	-0.00626052	-0.00628523
15	-0.0125271	-0.0125271
15.1	-0.0187443	-0.0187196
15.2	-0.0248876	-0.0248382
15.3	-0.0309326	-0.0308588
15.4	-0.0368555	-0.0367576
15.5	-0.0426329	-0.0425113
15.6	-0.0482422	-0.0480972
15.7	-0.053661	-0.0534934
15.8	-0.058868	-0.0586784
15.9	-0.0638428	-0.0636318
16	-0.0685655	-0.0683341
16.1	-0.0730177	-0.0727668
16.2	-0.0771817	-0.0769122
16.3	-0.0810411	-0.0807541
16.4	-0.0845807	-0.0842773
16.5	-0.0877864	-0.0874679
16.6	-0.0906458	-0.0903134
16.7	-0.0931473	-0.0928024
16.8	-0.0952813	-0.0949251
16.9	-0.0970392	-0.0966732
17	-0.0984142	-0.0980398
17.1	-0.0994008	-0.0990195
17.2	-0.0999951	-0.0996084
17.3	-0.100195	-0.0998041
17.4	-0.0999989	-0.099606
17.5	-0.0994085	-0.0990148
17.6	-0.0984258	-0.0980329
17.7	-0.0970546	-0.096664
17.8	-0.0953004	-0.0949136
17.9	-0.09317	-0.0927887
18	-0.090672	-0.0902976
18.1	-0.0878161	-0.0874501
18.2	-0.0846137	-0.0842575
18.3	-0.0810773	-0.0807324
18.4	-0.077221	-0.0768886
18.5	-0.0730599	-0.0727414
18.6	-0.0686105	-0.0683071
18.7	-0.0638903	-0.0636033
18.8	-0.0589179	-0.0586484
18.9	-0.053713	-0.0534621
19	-0.0482962	-0.0480648
19.1	-0.0426887	-0.0424778
19.2	-0.0369128	-0.0367231
19.3	-0.0309912	-0.0308236
19.4	-0.0249473	-0.0248023
19.5	-0.0187804	-0.0186342
19.6	-0.0120977	-0.0116563
19.7	-0.00381849	-0.0031549
19.8	0.00125322	-0.00080459
19.9	-0.00118951	0


#t = 0.25
0	0	0.026677
0.1	0.0125886	0.0258359
0.2	0.0252011	0.0284247
0.3	0.0335935	0.0338448
0.4	0.0397562	0.0396463
0.5	0.0454677	0.0453159
0.6	0.0509875	0.0508066
0.7	0.0563061	0.0560969
0.8	0.0614025	0.0611657
0.9	0.0662565	0.0659932
1	0.070849	0.0705602
1.1	0.075162	0.0748488
1.2	0.0791783	0.0788419
1.3	0.0828821	0.0825239
1.4	0.0862588	0.0858802
1.5	0.0892951	0.0888976
1.6	0.091979	0.0915642
1.7	0.0942999	0.0938693
1.8	0.0962487	0.0958041
1.9	0.0978176	0.0973607
2	0.0990004	0.0985331
2.1	0.0997925	0.0993166
2.2	0.100191	0.0997082
2.3	0.100194	0.0997062
2.4	0.0998012	0.0993108
2.5	0.0990148	0.0985235
2.6	0.0978377	0.0973473
2.7	0.0962744	0.0957869
2.8	0.0943312	0.0938485
2.9	0.0920156	0.0915397
3	0.089337	0.0888697
3.1	0.0863058	0.0858489
3.2	0.0829339	0.0824893
3.3	0.0792348	0.0788042
3.4	0.0752229	0.0748081
3.5	0.0709142	0.0705167
3.6	0.0663256	0.065947
3.7	0.0614753	0.0611171
3.8	0.0563823	0.056046
3.9	0.0510669	0.0507537
4	0.0455499	0.045261
4.1	0.0398531	0.0395898
4.2	0.033999	0.0337623
4.3	0.0280108	0.0278016
4.4	0.021912	0.0217312
4.5	0.0157268	0.0155749
4.6	0.00947947	0.00935727
4.7	0.00319474	0.00310266
4.8	-0.0031026	-0.00316419
4.9	-0.0093877	-0.00941855
5	-0.0156357	-0.0156357
5.1	-0.0218221	-0.0217912
5.2	-0.0279223	-0.0278607
5.3	-0.0339123	-0.0338202
5.4	-0.0397685	-0.0396463
5.5	-0.0454677	-0.0453159
5.6	-0.0509875	-0.0508066
5.7	-0.0563061	-0.0560969
5.8	-0.0614025	-0.0611657
5.9	-0.0662565	-0.0659932
6	-0.070849	-0.0705602
6.1	-0.075162	-0.0748488
6.2	-0.0791783	-0.0788419
6.3	-0.0828821	-0.0825239
6.4	-0.0862588	-0.0858802
6.5	-0.0892951	-0.0888976
6.6	-0.091979	-0.0915642
6.7	-0.0942999	-0.0938693
6.8	-0.0962487	-0.0958041
6.9	-0.0978176	-0.0973607
7	-0.0990004	-0.0985331
7.1	-0.0997925	-0.0993166
7.2	-0.100191	-0.0997082
7.3	-0.100194	-0.0997062
7.4	-0.0998012	-0.0993108
7.5	-0.0990148	-0.0985235
7.6	-0.0978377	-0.0973473
7.7	-0.0962744	-0.0957869
7.8	-0.0943312	-0.0938485
7.9	-0.0920156	-0.0915397
8	-0.089337	-0.0888697
8.1	-0.0863058	-0.0858489
8.2	-0.0829339	-0.0824893
8.3	-0.0792348	-0.0788042
8.4	-0.0752229	-0.0748081
8.5	-0.0709142	-0.0705167
8.6	-0.0663256	-0.065947
8.7	-0.0614753	-0.0611171
8.8	-0.0563823	-0.056046
8.9	-0.0510669	-0.0507537
9	-0.0455499	-0.045261
9.1	-0.0398531	-0.0395898
9.2	-0.033999	-0.0337623
9.3	-0.0280108	-0.0278016
9.4	-0.021912	-0.0217312
9.5	-0.0157268	-0.0155749
9.6	-0.00947947	-0.00935727
9.7	-0.00319474	-0.00310266
9.8	0.0031026	0.00316419
9.9	0.0093877	0.00941855
10	0.0156357	0.0156357
10.1	0.0218221	0.0217912
10.2	0.0279223	0.0278607
10.3	0.0339123	0.0338202
10.4	0.0397685	0.0396463
10.5	0.0454677	0.0453159
10.6	0.0509875	0.0508066
10.7	0.0563061	0.0560969
10.8	0.0614025	0.0611657
10.9	0.0662565	0.0659932
11	0.070849	0.0705602
11.1	0.075162	0.0748488
11.2	0.0791783	0.0788419
11.3	0.0828821	0.0825239
11.4	0.0862588	0.0858802
11.5	0.0892951	0.0888976
11.6	0.091979	0.0915642
11.7	0.0942999	0.0938693
11.8	0.0962487	0.0958041
11.9	0.0978176	0.0973607
12	0.0990004	0.0985331
12.1	0.0997925	0.0993166
12.2	0.100191	0.0997082
12.3	0.100194	0.0997062
12.4	0.0998012	0.0993108
12.5	0.0990148	0.0985235
12.6	0.0978377	0.0973473
12.7	0.0962744	0.0957869
12.8	0.0943312	0.0938485
12.9	0.0920156	0.0915397
13	0.089337	0.0888697
13.1	0.0863058	0.0858489
13.2	0.0829339	0.0824893
13.3	0.0792348	0.0788042
13.4	0.0752229	0.0748081
13.5	0.0709142	0.0705167
13.6	0.0663256	0.065947
13.7	0.0614753	0.0611171
13.8	0.0563823	0.056046
13.9	0.0510669	0.0507537
14	0.0455499	0.045261
14.1	0.0398531	0.0395898
14.2	0.033999	0.0337623
14.3	0.0280108	0.0278016
14.4	0.021912	0.0217312
14.5	0.0157268	0.0155749
14.6	0.00947947	0.00935727
14.7	0.00319474	0.00310266
14.8	-0.0031026	-0.00316419
14.9	-0.0093877	-0.00941855
15	-0.0156357	-0.0156357
15.1	-0.0218221	-0.0217912
15.2	-0.0279223	-0.0278607
15.3	-0.0339123	-0.0338202
15.4	-0.0397685	-0.0396463
15.5	-0.0454677	-0.0453159
15.6	-0.0509875	-0.0508066
15.7	-0.0563061	-0.0560969
15.8	-0.0614025	-0.0611657
15.9	-0.0662565	-0.0659932
16	-0.070849	-0.0705602
16.1	-0.075162	-0.0748488
16.2	-0.0791783	-0.0788419
16.3	-0.0828821	-0.0825239
16.4	-0.0862588	-0.0858802
16.5	-0.0892951	-0.0888976
16.6	-0.091979	-0.0915642
16.7	-0.0942999	-0.0938693
16.8	-0.0962487	-0.0958041
16.9	-0.0978176	-0.0973607
17	-0.0990004	-0.0985331
17.1	-0.0997925	-0.0993166
17.2	-0.100191	-0.0997082
17.3	-0.100194	-0.0997062
17.4	-0.0998012	-0.0993108
17.5	-0.0990148	-0.0985235
17.6	-0.0978377	-0.0973473
17.7	-0.0962744	-0.0957869
17.8	-0.0943312	-0.0938485
17.9	-0.0920156	-0.0915397
18	-0.089337	-0.0888697
18.1	-0.0863058	-0.0858489
18.2	-0.0829339	-0.0824893
18.3	-0.0792348	-0.0788042
18.4	-0.0752229	-0.0748081
18.5	-0.0709142	-0.0705167
18.6	-0.0663256	-0.065947
18.7	-0.0614753	-0.0611171
18.8	-0.0563823	-0.056046
18.9	-0.0510669	-0.0507537
19	-0.0455499	-0.045261
19.1	-0.0398531	-0.0395898
19.2	-0.033999	-0.0337623
19.3	-0.0280108	-0.0278016
19.4	-0.0219059	-0.0217189
19.5	-0.0155673	-0.0152928
19.6	-0.00820959	-0.00751669
19.7	-0.000369667	-0.000619045
19.8	0.00084714	-0.0014312
19.9	-0.000473915	0


#t = 0.3
0	0	0.0329713
0.1	0.012174	0.0321421
0.2	0.0254405	0.032621
0.3	0.0357461	0.0369261
0.4	0.0425442	0.0425021
0.5	0.0482546	0.0480758
0.6	0.0536826	0.0534659
0.7	0.0588957	0.0586451
0.8	0.0638763	0.0635928
0.9	0.0686048	0.0682895
1	0.0730626	0.0727167
1.1	0.0772321	0.0768569
1.2	0.0810967	0.0806938
1.3	0.0846413	0.0842123
1.4	0.0878519	0.0873984
1.5	0.0907157	0.0902396
1.6	0.0932216	0.0927246
1.7	0.0953595	0.0948437
1.8	0.0971211	0.0965885
1.9	0.0984994	0.0979521
2	0.0994889	0.0989291
2.1	0.100086	0.0995158
2.2	0.100288	0.0997096
2.3	0.100094	0.09951
2.4	0.099505	0.0989176
2.5	0.0985235	0.0979349
2.6	0.097153	0.0965656
2.7	0.0953992	0.0948153
2.8	0.0932689	0.0926907
2.9	0.0907705	0.0902004
3	0.0879138	0.087354
3.1	0.0847102	0.084163
3.2	0.0811723	0.0806397
3.3	0.077314	0.0767983
3.4	0.0731506	0.0726537
3.5	0.0686986	0.0682224
3.6	0.0639754	0.0635219
3.7	0.0589997	0.0585706
3.8	0.0537912	0.0533882
3.9	0.0483703	0.0479952
4	0.0427586	0.0424127
4.1	0.0369782	0.0366628
4.2	0.0310518	0.0307682
4.3	0.0250028	0.0247522
4.4	0.0188552	0.0186385
4.5	0.0126332	0.0124513
4.6	0.00636128	0.0062149
4.7	6.42822e-05	-4.60066e-05
4.8	-0.00623297	-0.00630673
4.9	-0.0125056	-0.0125426
5	-0.0187289	-0.0187289
5.1	-0.0248783	-0.0248413
5.2	-0.0309295	-0.0308557
5.3	-0.0368586	-0.0367483
5.4	-0.0426423	-0.0424959
5.5	-0.0482577	-0.0480758
5.6	-0.0536826	-0.0534659
5.7	-0.0588957	-0.0586451
5.8	-0.0638763	-0.0635928
5.9	-0.0686048	-0.0682895
6	-0.0730626	-0.0727167
6.1	-0.0772321	-0.0768569
6.2	-0.0810967	-0.0806938
6.3	-0.0846413	-0.0842123
6.4	-0.0878519	-0.0873984
6.5	-0.0907157	-0.0902396
6.6	-0.0932216	-0.0927246
6.7	-0.0953595	-0.0948437
6.8	-0.0971211	-0.0965885
6.9	-0.0984994	-0.0979521
7	-0.0994889	-0.0989291
7.1	-0.100086	-0.0995158
7.2	-0.100288	-0.0997096
7.3	-0.100094	-0.09951
7.4	-0.099505	-0.0989176
7.5	-0.0985235	-0.0979349
7.6	-0.097153	-0.0965656
7.7	-0.0953992	-0.0948153
7.8	-0.0932689	-0.0926907
7.9	-0.0907705	-0.0902004
8	-0.0879138	-0.087354
8.1	-0.0847102	-0.084163
8.2	-0.0811723	-0.0806397
8.3	-0.077314	-0.0767983
8.4	-0.0731506	-0.0726537
8.5	-0.0686986	-0.0682224
8.6	-0.0639754	-0.0635219
8.7	-0.0589997	-0.0585706
8.8	-0.0537912	-0.0533882
8.9	-0.0483703	-0.0479952
9	-0.0427586	-0.0424127
9.1	-0.0369782	-0.0366628
9.2	-0.0310518	-0.0307682
9.3	-0.0250028	-0.0247522
9.4	-0.0188552	-0.0186385
9.5	-0.0126332	-0.0124513
9.6	-0.00636128	-0.0062149
9.7	-6.42822e-05	4.60066e-05
9.8	0.00623297	0.00630673
9.9	0.0125056	0.0125426
10	0.0187289	0.0187289
10.1	0.0248783	0.0248413
10.2	0.0309295	0.0308557
10.3	0.0368586	0.0367483
10.4	0.0426423	0.0424959
10.5	0.0482577	0.0480758
10.6	0.0536826	0.0534659
10.7	0.0588957	0.0586451
10.8	0.0638763	0.0635928
10.9	0.0686048	0.0682895
11	0.0730626	0.0727167
11.1	0.0772321	0.0768569
11.2	0.0810967	0.0806938
11.3	0.0846413	0.0842123
11.4	0.0878519	0.0873984
11.5	0.0907157	0.0902396
11.6	0.0932216	0.0927246
11.7	0.0953595	0.0948437
11.8	0.0971211	0.0965885
11.9	0.0984994	0.0979521
12	0.0994889	0.0989291
12.1	0.100086	0.0995158
12.2	0.100288	0.0997096
12.3	0.100094	0.09951
12.4	0.099505	0.0989176
12.5	0.0985235	0.0979349
12.6	0.097153	0.0965656
12.7	0.0953992	0.0948153
12.8	0.0932689	0.0926907
12.9	0.0907705	0.0902004
13	0.0879138	0.087354
13.1	0.0847102	0.084163
13.2	0.0811723	0.0806397
13.3	0.077314	0.0767983
13.4	0.0731506	0.0726537
13.5	0.0686986	0.0682224
13.6	0.0639754	0.0635219
13.7	0.0589997	0.0585706
13.8	0.0537912	0.0533882
13.9	0.0483703	0.0479952
14	0.0427586	0.0424127
14.1	0.0369782	0.0366628
14.2	0.0310518	0.0307682
14.3	0.0250028	0.0247522
14.4	0.0188552	0.0186385
14.5	0.0126332	0.0124513
14.6	0.00636128	0.0062149
14.7	6.42822e-05	-4.60066e-05
14.8	-0.00623297	-0.00630673
14.9	-0.0125056	-0.0125426
15	-0.0187289	-0.0187289
15.1	-0.0248783	-0.0248413
15.2	-0.0309295	-0.0308557
15.3	-0.0368586	-0.0367483
15.4	-0.0426423	-0.0424959
15.5	-0.0482577	-0.0480758
15.6	-0.0536826	-0.0534659
15.7	-0.0588957	-0.0586451
15.8	-0.0638763	-0.0635928
15.9	-0.0686048	-0.0682895
16	-0.0730626	-0.0727167
16.1	-0.0772321	-0.0768569
16.2	-0.0810967	-0.0806938
16.3	-0.0846413	-0.0842123
16.4	-0.0878519	-0.0873984
16.5	-0.0907157	-0.0902396
16.6	-0.0932216	-0.0927246
16.7	-0.0953595	-0.0948437
16.8	-0.0971211	-0.0965885
16.9	-0.0984994	-0.0979521
17	-0.0994889	-0.0989291
17.1	-0.100086	-0.0995158
17.2	-0.100288	-0.0997096
17.3	-0.100094	-0.09951
17.4	-0.099505	-0.0989176
17.5	-0.0985235	-0.0979349
17.6	-0.097153	-0.0965656
17.7	-0.0953992	-0.0948153
17.8	-0.0932689	-0.0926907
17.9	-0.0907705	-0.0902004
18	-0.0879138	-0.087354
18.1	-0.0847102	-0.084163
18.2	-0.0811723	-0.0806397
18.3	-0.077314	-0.0767983
18.4	-0.0731506	-0.0726537
18.5	-0.0686986	-0.0682224
18.6	-0.0639754	-0.0635219
18.7	-0.0589997	-0.0585706
18.8	-0.0537912	-0.0533882
18.9	-0.0483703	-0.0479952
19	-0.0427586	-0.0424127
19.1	-0.0369782	-0.0366628
19.2	-0.0310518	-0.0307682
19.3	-0.0250013	-0.0247491
19.4	-0.0188061	-0.0185496
19.5	-0.0120995	-0.011614
19.6	-0.00420097	-0.00359673
19.7	0.00142338	-1.06411e-05
19.8	-7.49235e-05	-0.00185477
19.9	0.000453469	0


#t = 0.35
0	0	0.0390583
0.1	0.0120326	0.0387754
0.2	0.0249397	0.0377737
0.3	0.0370218	0.0403252
0.4	0.0450602	0.0453573
0.5	0.0509709	0.0507898
0.6	0.0563239	0.0560725
0.7	0.0614271	0.0611354
0.8	0.0662871	0.065957
0.9	0.0708855	0.0705184
1	0.0752042	0.0748014
1.1	0.079226	0.0787892
1.2	0.0829352	0.0824661
1.3	0.086317	0.0858175
1.4	0.0893583	0.0888303
1.5	0.0920468	0.0914925
1.6	0.0943721	0.0937936
1.7	0.0963249	0.0957245
1.8	0.0978976	0.0972777
1.9	0.099084	0.0984469
2	0.0998793	0.0992276
2.1	0.10028	0.0996167
2.2	0.100286	0.0996127
2.3	0.0998953	0.0992155
2.4	0.0991107	0.0984268
2.5	0.0979349	0.0972497
2.6	0.0963726	0.0956887
2.7	0.0944299	0.0937501
2.8	0.0921146	0.0914415
2.9	0.0894357	0.0887721
3	0.0864039	0.0857522
3.1	0.0830311	0.082394
3.2	0.0793306	0.0787106
3.3	0.075317	0.0747166
3.4	0.0710062	0.0704277
3.5	0.0664151	0.0658608
3.6	0.061562	0.061034
3.7	0.0564659	0.0559664
3.8	0.0511469	0.0506778
3.9	0.0456261	0.0451893
4	0.0399252	0.0395224
4.1	0.0340667	0.0336996
4.2	0.0280738	0.0277437
4.3	0.0219702	0.0216784
4.4	0.0157798	0.0155275
4.5	0.00952708	0.00931534
4.6	0.00323681	0.00306641
4.7	-0.00306624	-0.00319463
4.8	-0.00935718	-0.00944306
4.9	-0.0156112	-0.0156542
5	-0.0218036	-0.0218036
5.1	-0.02791	-0.0278669
5.2	-0.0339062	-0.0338203
5.3	-0.0397686	-0.0396402
5.4	-0.045474	-0.0453036
5.5	-0.051	-0.0507883
5.6	-0.0563247	-0.0560725
5.7	-0.0614271	-0.0611354
5.8	-0.0662871	-0.065957
5.9	-0.0708855	-0.0705184
6	-0.0752042	-0.0748014
6.1	-0.079226	-0.0787892
6.2	-0.0829352	-0.0824661
6.3	-0.086317	-0.0858175
6.4	-0.0893583	-0.0888303
6.5	-0.0920468	-0.0914925
6.6	-0.0943721	-0.0937936
6.7	-0.0963249	-0.0957245
6.8	-0.0978976	-0.0972777
6.9	-0.099084	-0.0984469
7	-0.0998793	-0.0992276
7.1	-0.10028	-0.0996167
7.2	-0.100286	-0.0996127
7.3	-0.0998953	-0.0992155
7.4	-0.0991107	-0.0984268
7.5	-0.0979349	-0.0972497
7.6	-0.0963726	-0.0956887
7.7	-0.0944299	-0.0937501
7.8	-0.0921146	-0.0914415
7.9	-0.0894357	-0.0887721
8	-0.0864039	-0.0857522
8.1	-0.0830311	-0.082394
8.2	-0.0793306	-0.0787106
8.3	-0.075317	-0.0747166
8.4	-0.0710062	-0.0704277
8.5	-0.0664151	-0.0658608
8.6	-0.061562	-0.061034
8.7	-0.0564659	-0.0559664
8.8	-0.0511469	-0.0506778
8.9	-0.0456261	-0.0451893
9	-0.0399252	-0.0395224
9.1	-0.0340667	-0.0336996
9.2	-0.0280738	-0.0277437
9.3	-0.0219702	-0.0216784
9.4	-0.0157798	-0.0155275
9.5	-0.00952708	-0.00931534
9.6	-0.00323681	-0.00306641
9.7	0.00306624	0.00319463
9.8	0.00935718	0.00944306
9.9	0.0156112	0.0156542
10	0.0218036	0.0218036
10.1	0.02791	0.0278669
10.2	0.0339062	0.0338203
10.3	0.0397686	0.0396402
10.4	0.045474	0.0453036
10.5	0.051	0.0507883
10.6	0.0563247	0.0560725
10.7	0.0614271	0.0611354
10.8	0.0662871	0.065957
10.9	0.0708855	0.0705184
11	0.0752042	0.0748014
11.1	0.079226	0.0787892
11.2	0.0829352	0.0824661
11.3	0.086317	0.0858175
11.4	0.0893583	0.0888303
11.5	0.0920468	0.0914925
11.6	0.0943721	0.0937936
11.7	0.0963249	0.0957245
11.8	0.0978976	0.0972777
11.9	0.099084	0.0984469
12	0.0998793	0.0992276
12.1	0.10028	0.0996167
12.2	0.100286	0.0996127
12.3	0.0998953	0.0992155
12.4	0.0991107	0.0984268
12.5	0.0979349	0.0972497
12.6	0.0963726	0.0956887
12.7	0.0944299	0.0937501
12.8	0.0921146	0.0914415
12.9	0.0894357	0.0887721
13	0.0864039	0.0857522
13.1	0.0830311	0.082394
13.2	0.0793306	0.0787106
13.3	0.075317	0.0747166
13.4	0.0710062	0.0704277
13.5	0.0664151	0.0658608
13.6	0.061562	0.061034
13.7	0.0564659	0.0559664
13.8	0.0511469	0.0506778
13.9	0.0456261	0.0451893
14	0.0399252	0.0395224
14.1	0.0340667	0.0336996
14.2	0.0280738	0.0277437
14.3	0.0219702	0.0216784
14.4	0.0157798	0.0155275
14.5	0.00952708	0.00931534
14.6	0.00323681	0.00306641
14.7	-0.00306624	-0.00319463
14.8	-0.00935718	-0.00944306
14.9	-0.0156112	-0.0156542
15	-0.0218036	-0.0218036
15.1	-0.02791	-0.0278669
15.2	-0.0339062	-0.0338203
15.3	-0.0397686	-0.0396402
15.4	-0.045474	-0.0453036
15.5	-0.051	-0.0507883
15.6	-0.0563247	-0.0560725
15.7	-0.0614271	-0.0611354
15.8	-0.0662871	-0.065957
15.9	-0.0708855	-0.0705184
16	-0.0752042	-0.0748014
16.1	-0.079226	-0.0787892
16.2	-0.0829352	-0.0824661
16.3	-0.086317	-0.0858175
16.4	-0.0893583	-0.0888303
16.5	-0.0920468	-0.0914925
16.6	-0.0943721	-0.0937936
16.7	-0.0963249	-0.0957245
16.8	-0.0978976	-0.0972777
16.9	-0.099084	-0.0984469
17	-0.0998793	-0.0992276
17.1	-0.10028	-0.0996167
17.2	-0.100286	-0.0996127
17.3	-0.0998953	-0.0992155
17.4	-0.0991107	-0.0984268
17.5	-0.0979349	-0.0972497
17.6	-0.0963726	-0.0956887
17.7	-0.0944299	-0.0937501
17.8	-0.0921146	-0.0914415
17.9	-0.0894357	-0.0887721
18	-0.0864039	-0.0857522
18.1	-0.0830311	-0.082394
18.2	-0.0793306	-0.0787106
18.3	-0.075317	-0.0747166
18.4	-0.0710062	-0.0704277
18.5	-0.0664151	-0.0658608
18.6	-0.061562	-0.061034
18.7	-0.0564659	-0.0559664
18.8	-0.0511469	-0.0506778
18.9	-0.0456261	-0.0451893
19	-0.0399252	-0.0395224
19.1	-0.0340667	-0.0336996
19.2	-0.0280735	-0.027743
19.3	-0.0219556	-0.0216516
19.4	-0.0155785	-0.0151963
19.5	-0.00833371	-0.00766469
19.6	-0.000760905	-0.000784553
19.7	0.00143576	-0.000759791
19.8	-0.000603681	-0.00181731
19.9	0.00136212	0


#t = 0.4
0	0	0.0450745
0.1	0.0121098	0.0452289
0.2	0.0242326	0.0438148
0.3	0.0372866	0.0443444
0.4	0.0470443	0.0483126
0.5	0.0535477	0.0534663
0.6	0.0589028	0.0586241
0.7	0.0638978	0.0635654
0.8	0.0686325	0.0682562
0.9	0.0730963	0.0726777
1	0.0772715	0.0768123
1.1	0.0811417	0.0806438
1.2	0.0846918	0.0841571
1.3	0.0879076	0.0873382
1.4	0.0907765	0.0901746
1.5	0.0932871	0.0926551
1.6	0.0954295	0.09477
1.7	0.0971954	0.0965108
1.8	0.0985776	0.0978708
1.9	0.0995708	0.0988445
2	0.100171	0.0994282
2.1	0.100376	0.0996194
2.2	0.100185	0.0994175
2.3	0.0995982	0.0988232
2.4	0.0986185	0.0978389
2.5	0.0972497	0.0964685
2.6	0.095497	0.0947174
2.7	0.0933674	0.0925924
2.8	0.0908694	0.0901021
2.9	0.0880128	0.0872561
3	0.0848088	0.0840658
3.1	0.0812701	0.0805438
3.2	0.0774106	0.0767038
3.3	0.0732457	0.0725612
3.4	0.0687917	0.0681321
3.5	0.0640662	0.0634342
3.6	0.0590878	0.058486
3.7	0.0538763	0.0533069
3.8	0.0484522	0.0479174
3.9	0.0428368	0.0423389
4	0.0370524	0.0365932
4.1	0.0311217	0.0307031
4.2	0.0250682	0.0246919
4.3	0.0189158	0.0185832
4.4	0.0126887	0.0124012
4.5	0.0064116	0.00617021
4.6	0.000109149	-8.5117e-05
4.7	-0.00619373	-0.0063401
4.8	-0.0124722	-0.0125701
4.9	-0.0187014	-0.0187504
5	-0.0248568	-0.0248568
5.1	-0.0309141	-0.030865
5.2	-0.0368494	-0.0367515
5.3	-0.0426393	-0.0424929
5.4	-0.0482609	-0.0480666
5.5	-0.053692	-0.0534506
5.6	-0.0589112	-0.0586237
5.7	-0.063898	-0.0635654
5.8	-0.0686325	-0.0682562
5.9	-0.0730963	-0.0726777
6	-0.0772715	-0.0768123
6.1	-0.0811417	-0.0806438
6.2	-0.0846918	-0.0841571
6.3	-0.0879076	-0.0873382
6.4	-0.0907765	-0.0901746
6.5	-0.0932871	-0.0926551
6.6	-0.0954295	-0.09477
6.7	-0.0971954	-0.0965108
6.8	-0.0985776	-0.0978708
6.9	-0.0995708	-0.0988445
7	-0.100171	-0.0994282
7.1	-0.100376	-0.0996194
7.2	-0.100185	-0.0994175
7.3	-0.0995982	-0.0988232
7.4	-0.0986185	-0.0978389
7.5	-0.0972497	-0.0964685
7.6	-0.095497	-0.0947174
7.7	-0.0933674	-0.0925924
